Column1,Numeric_Labels
मा,0
रहेका,0
कर्मचारी,0
भन्दा,0
स्थानीय,0
र,0
प्रदेश,0
तह,0
लाई,0
सबै,0
प्रकारका,0
सेवासुविधा,0
पाउने,0
सुनिश्चिता,0
गरे,0
पछि,0
आकर्षण,0
बढे,0
को,0
बताइन्,0
।,0
नेपाली,0
हरूको,0
बाक्लो,0
बस्ती,0
भएको,0
मोगोक,0
जाने,0
हो,0
जन्ती,0
।,0
कार्यक्रम,0
मा,0
बोल्दै,0
नेपाली,3
कांग्रेस,4
का,0
प्रमुख,0
सचेतक,0
बालकृष्ण,1
खाँण,2
ले,0
कांग्रेस,0
ले,0
प्रदेश,0
को,0
राजधानी,0
बुटवल,5
र,0
नाम,0
लुम्बिनी,5
राख्ने,0
निर्णय,0
एक,0
वर्षअघि,0
गरे,0
को,0
बताए,0
।,0
प्रतियोगिता,0
को,0
प्रत्यक्ष,0
प्रशारण,0
डी-स्पोर्ट्स,3
ले,0
भारत,5
मा,0
तथा,0
बंगलादेश,5
मा,0
गाजी,3
टिभी,4
ले,0
गर्नेछ,0
।,0
रजीया,1
बेगम,2
",",0
जस,0
लाई,0
राजा,0
त्रिभुवन,1
ले,0
बनाइदिए,0
मधु,1
नब्बे,0
साल,0
मा,0
भुइँचालो,0
जाँदा,0
म,0
दरबार,3
हाइस्कुल,4
को,0
विद्यार्थी,0
थिएँ,0
।,0
पुनर्निर्माण,0
मा,0
प्रयोग,0
हुने,0
ढुङ्गाका,0
केही,0
काम,0
भक्तपुर,5
मा,0
भइरहे,0
को,0
छ,0
।,0
खा,0
की,0
वर्दी,0
लगाएका,0
एक,0
प्रहरी,0
जवान,0
हात,0
मा,0
कालो,0
लठ्ठी,0
बोकेर,0
आइपुगे,0
।,0
तनहुँ,5
को,0
शुक्लागण्डकी,5
मा,0
रहे,0
को,0
जिपी,3
कोइराला,4
राष्ट्रिय,4
श्वासप्रश्वास,4
उपचार,4
केन्द्र,4
खारेज,0
हुन,0
नदिने,0
बताउँदै,0
पूर्वप्रधानमन्त्री,0
देउवा,1
ले,0
‘,0
सरकार,0
हत्या,0
",",0
हिंसा,0
र,0
बलात्कारका,0
दोषी,0
लाई,0
कारबाही,0
गर्न,0
असफल,0
भएको,0
ले,0
’,0
उसका,0
क्रियाकलापविरूद्ध,0
आन्दोलनका,0
लागि,0
तयार,0
रहन,0
कार्यकर्ता,0
लाई,0
निर्देशन,0
पनि,0
दिए,0
।,0
तर,0
",",0
पचास,0
रुपैयाँ,0
को,0
दर,0
मा,0
दिन,0
मा,0
सयौं,0
विरामी,0
हेर्नु,0
पर्ने,0
बाध्यता,0
रहे,0
को,0
वीर,3
वा,0
शिक्षण,3
अस्पताल,4
को,0
जस्तो,0
परिस्थिति,0
लाई,0
मेडिसिटी,3
र,0
मेदान्ता,3
जस्ता,0
कर्पोरट,0
अस्पतालका,0
डाक्टर,0
सँग,0
व्यवहारिक,0
तुलना,0
गर्न,0
पनि,0
मिल्दैन,0
।,0
१२,0
.,0
बोलपत्र,0
मा,0
प्रस्तावक,0
ले,0
पेश,0
गरे,0
को,0
मिति,0
२०१७,0
को,0
सेप्टेम्बर,0
र,0
दोश्रो,0
जहाज,0
२०१८,0
को,0
मार्च,0
मा,0
प्राप्त,0
गर्नुपर्ने,0
मा,0
पहिलो,0
वाइडबडी,0
विमान,0
ए,0
३३०,0
-,0
२४३,0
९,0
ए-एएलवाई,0
अन्न,0
पूर्ण,0
मिति,0
२०७५,0
/,0
३,0
/,0
१४,0
र,0
दोश्रो,0
वाइडबडी,0
विमान,0
ए,0
३३०,0
-,0
२४३,0
९,0
एन,0
एएलजेड,0
मकालु,0
मिति,0
२०७५,0
/,0
४,0
/,0
१०,0
मा,0
फ्रान्स,5
को,0
टुलुज,5
बाट,0
काठमाण्डौ,5
मा,0
अवतरण,0
गरेका,0
कारण,0
भएको,0
ढिलाइ,0
ले,0
निगम,0
पहिलो,0
जहाज,0
बाट,0
९,0
महिना,0
को,0
आम्दानी,0
र,0
दोश्रो,0
जहाज,0
बाट,0
४,0
महिना,0
को,0
आम्दानी,0
बाट,0
बञ्चित,0
भएको,0
मा,0
निगम,0
को,0
उडान,0
तालिका,0
प्रक्षेपण,0
बाट,0
पनि,0
आर्थिक,0
नोक्सान,0
भएको,0
पुष्टि,0
भएका,0
ले,0
संचालक,0
हरूबाट,0
सो,0
क्षति,0
को,0
रकम,0
निगम,0
को,0
उडान,0
तालिकाका,0
आधार,0
मा,0
क्षतिपूर्ति,0
भराउन,0
निर्देशन,0
दिने,0
।,0
‘,0
साँच्चै,0
",",0
माधव,1
घिमिरे,2
त,0
सय,0
वर्ष,0
पो,0
पुग्नु,0
भयो,0
!,0
’,0
खुल्ला,0
आकास,0
मा,0
ती,0
सबै,0
प्रक्रिया,0
पूरा,0
गरे,0
पछि,0
मात्रै,0
नेपाल,3
स्टक,4
एक्सचेञ्ज,4
लाई,0
जान,0
कारी,0
गराउनुपर्नेछ,0
।,0
नुवाकोट,5
मा,0
उनी,0
विरुद्ध,0
एनसेल,3
को,0
टावर,0
मा,0
विष्फोट,0
गराए,0
को,0
मुद्दा,0
लगाइए,0
को,0
छ,0
।,0
कृष्णकुमारी,1
आफ्ना,0
पति,0
',0
कविरत्नम,1
',0
(,0
स्व,0
.,0
),0
कृष्णप्रसाद,1
घिमिरे,2
का,0
साथ,0
गैह्रीधारा,5
स्थित,0
घर,0
मा,0
।,0
अनि,0
बल्ल,0
पो,0
जाँड,0
हुन्छ,0
",",0
',0
उन,0
ले,0
जाँड,0
विधि,0
विस्तार,0
लगाइन्,0
",",0
',0
हामी,0
खड्कुला,0
भरि,0
भरि,0
पकाउँथ्यो,0
।,0
बाखरा,0
खाएन,0
किन,0
गाइ,0
खाने,0
बाघ,0
ले,0
नागार्जुन,1
ब्राह्मण,0
भए,0
पनि,0
बौद्धधर्म,0
अपनाएका,0
थिए,0
।,0
प्रदेश,0
सभा,0
गठन,0
भएको,0
एक,0
वर्ष,0
पुगे,0
को,0
अवसर,0
मा,0
प्रदेश,0
मा,0
तीन,0
दिन,0
सम्म,0
वार्षिकोत्सव,0
मनाइने,0
भएको,0
छ,0
।,0
“,0
भारु,0
नोट,0
भारत,5
मै,0
गएर,0
साट्ने,0
योजना,0
बनाए,0
को,0
छु,0
",",0
”,0
केआइसिंह,3
गाउँपालिका,4
–,0
५,0
रानागाउँका,0
सुरेन्द्रविक्रम,1
शाही,2
ले,0
भने,0
।,0
तत्कालीन,0
राजा,0
वीरेन्द्र,1
भुइँचालो,0
को,0
क्षति,0
निरीक्षण,0
गर्न,0
भक्तपुर,5
आएका,0
थिए,0
।,0
राइडर्स,3
४,0
अंक,0
जोडेर,0
तेस्रो,0
स्थान,0
मा,0
छ,0
।,0
यहाँ,0
इरान,5
",",0
इराक,5
",",0
अफगानिस्तान,5
आदि,0
क्षेत्र,0
बाट,0
पनि,0
धेरै,0
आउँछन्,0
।,0
राजधानी,0
पेरिस,5
मा,0
बस्ने,0
आम,0
नेपाली,0
दाजुभाई,0
तथा,0
दीदीबहिनीका,0
साथ,0
सामूहिक,0
रूपमा,0
२०,0
जनवरी,0
मा,0
भव्यताका,0
साथ,0
माघी,0
मनाए,0
को,0
हो,0
।,0
निगम,0
सञ्चालक,0
समिति,0
ले,0
पुरानो,0
विमान,0
खरिद,0
प्रक्रिया,0
अपनाउँदा,0
ह्रासकट्टी,0
गर्नु,0
को,0
सट्टा,0
नयाँ,0
विमान,0
को,0
खरिदका,0
सन्दर्भ,0
मा,0
उत्पादक,0
कम्पनीका,0
लागि,0
मात्र,0
लागु,0
हुने,0
वृद्धि,0
दफा,0
को,0
अधिकतम्,0
सी,0
मा,0
व्यवस्थापन,0
ले,0
सिफारिस,0
गरे,0
बमोजिम,0
(,0
२,0
.,0
७६९९,0
%,0
मा,0
नबढ्ने,0
गरी,0
),0
कायम,0
गरिदिए,0
को,0
छ,0
।,0
पुस,0
२९,0
गते,0
पनि,0
मुलुक,0
भर,0
मौसम,0
मा,0
आंशिक,0
देखि,0
सामान्य,0
बदली,0
यथावत,0
रहने,0
पहाडी,0
क्षेत्र,0
मा,0
हल्का,0
वर्षा,0
र,0
हिमाली,0
भेगका,0
केही,0
स्थान,0
मा,0
हल्का,0
देखि,0
मध्यम,0
हिमपात,0
को,0
सम्भावना,0
रहे,0
को,0
महाशाखा,0
ले,0
जनाए,0
को,0
छ,0
।,0
किताब,0
मै,0
घोरिइने,0
इन्द्रमाया,1
लाई,0
सुरूसुरू,0
मा,0
घरव्यवहार,0
बुझ्न,0
कठिन,0
भएको,0
सुनाउँछिन्,0
।,0
त्यो,0
पनि,0
वर्षौं,0
टिक्ने,0
",",0
',0
अध्यक्ष,0
शाक्य,1
ले,0
भने,0
",",0
‘,0
बर्दिबास,5
मा,0
गएर,0
म,0
आफैं,0
ले,0
हेरेर,0
आए,0
पछि,0
अब,0
हामी,0
लाई,0
काठ,0
को,0
दु:ख,0
छैन,0
।,0
यस,0
को,0
प्रतिपादन,0
नागार्जुन,1
ले,0
इशा,0
को,0
पहिलो,0
वा,0
दोश्रो,0
शताब्दी,0
तिर,0
हिन्दुस्तान,5
मा,0
गरेका,0
थिए,0
।,0
यस,0
बीच,0
सर्वोच्चका,0
न्यायाधीश,0
केदारप्रसाद,1
चालिसे,2
ले,0
भदौ,0
१०,0
गते,0
बन्दप्रत्यक्षीकरण,0
मुद्दा,0
मा,0
उन,0
लाई,0
२४,0
घन्टा,0
भित्र,0
उप,0
स्थित,0
गराउन,0
आदेश,0
दिइ,0
सकेको,0
छ,0
।,0
उन,0
ले,0
नागरिक,0
अधिकार,0
खुम्च्याउने,0
प्रयत्न,0
गरेका,0
छन्,0
।,0
त्यहाँ,0
खाना,0
खुवाउन,0
जंगल,0
भित्रको,0
एउटा,0
रेष्टुरेन्ट,0
मा,0
लगिए,0
को,0
थियो,0
।,0
त्यस्तै,0
भोलि,0
पनि,0
मौसम,0
मा,0
आंशिक,0
देखि,0
सामान्य,0
बदली,0
हुने,0
र,0
पहाडी,0
क्षेत्र,0
मा,0
हल्का,0
वर्षा,0
र,0
हिमाली,0
भेगका,0
केही,0
स्थान,0
मा,0
हल्का,0
देखि,0
मध्यम,0
हिमपात,0
को,0
सम्भावना,0
रहे,0
को,0
विभाग,0
ले,0
जनाए,0
को,0
छ,0
।,0
समारोह,0
समाजका,0
अध्यक्ष,0
रमेश,1
थापा,2
र,0
मुख्य,0
अतिथि,0
फ्रान्स,5
का,0
लागि,0
नेपाली,0
राजदूत,0
अम्बिका,1
देवी,2
लूईँटेल,2
मानन्धर,2
ले,0
सं,0
युक्त,0
रूपमा,0
पानस,0
मा,0
बत्ती,0
बालेर,0
कार्यक्रम,0
को,0
सुरूवात,0
गरेका,0
थिए,0
।,0
उनी,0
हरुलाई,0
त,0
अझ,0
भारतीय,0
नागरिक,0
भन्दा,0
महंगो,0
शुल्क,0
लिइन्छ,0
।,0
१३,0
.,0
पहिलो,0
विमान,0
ले,0
व्यावसायिक,0
उडान,0
१,0
अगष्ट,0
२०१८,0
मा,0
कतार,0
को,0
दोहा,0
बाट,0
र,0
दोस्रो,0
ले,0
२४,0
अगष्ट,0
२०१८,0
मा,0
थाइलैण्ड,5
को,0
बैंकक,5
बाट,0
शुरु,0
गरे,0
को,0
भए,0
पनि,0
पूर्व,0
निर्धारित,0
व्यवसायिक,0
योजना,0
कामयावी,0
न,0
भएको,0
",",0
विमान,0
दैनिक,0
५,0
देखि,0
७,0
घण्टा,0
मात्र,0
उडान,0
गर्न,0
सकेको,0
र,0
यस,0
को,0
पूर्ण,0
क्षमता,0
१४,0
देखि,0
१५,0
घण्टा,0
हुने,0
कुरा,0
स्वयं,0
पदाधिकारी,0
हरुले,0
स्वीकार,0
गरे,0
को,0
",",0
हालै,0
मात्र,0
२२,0
दिन,0
सम्म,0
लापरवाही,0
पूर्ण,0
तरिका,0
ले,0
ग्राउण्डेड,0
रहेका,0
",",0
नयाँ,0
गन्तव्य,0
तय,0
गर्न,0
न,0
सकेको,0
र,0
कर्जा,0
को,0
व्याज,0
समेत,0
तिर्न,0
आम्दानी,0
नभएको,0
ले,0
दैनिक,0
करीब,0
६९,0
लाख,0
रूपैयाँ,0
ब्याज,0
मात्र,0
नोक्सानी,0
भएको,0
ले,0
सो,0
को,0
उडान,0
तालिका,0
अनुसार,0
हर्जाना,0
सम्बन्धित,0
पक्ष,0
लाई,0
तिराउन,0
निर्देशन,0
दिने,0
।,0
कांग्रेस,0
महामन्त्री,0
शशाङ्क,1
कोइराला,2
ले,0
आन्तरिक,0
एकता,0
नहुनु,0
नै,0
कांग्रेस,0
को,0
हार,0
को,0
मुख्य,0
कारण,0
हो,0
भन्दै,0
कम्युनिष्ट,0
पार्टी,0
मिलेर,0
मात्रै,0
नभई,0
पार्टी,0
भित्रै,0
एकता,0
नहुँदा,0
कांग्रेस,0
आज,0
यो,0
अवस्था,0
मा,0
पुगे,0
को,0
बताए,0
।,0
लिटरेचर,0
फेस्टिवलका,0
बाछिटा,0
हरु,0
.,0
.,0
नयाँ,0
काठ,0
को,0
औसत,0
आयु,0
कम्ती,0
मा,0
तीन,0
हजार,0
वर्ष,0
हुने,0
अनुमान,0
छ,0
।,0
नेपाल,5
मा,0
यो,0
शब्द,0
को,0
प्रचलन,0
सुरु,0
भए,0
कै,0
१९९०,0
साल,0
को,0
भुइँचालो,0
पछि,0
हो,0
।,0
सिंगापुर,5
मा,0
जताततै,0
चिनियाँ,0
हरूका,0
रमाइला,0
पसल,0
थिए,0
।,0
रत्ना,1
राई,2
र,0
शंकर,1
लामिछाने,2
को,0
अमर,0
प्रेम,0
प्रक्रिया,0
अनुसार,0
राष्ट्र,0
बैंक,0
ले,0
अनुमति,0
दिए,0
पछि,0
कम्पनी,3
रजिष्ट्रारको,4
कार्यालय,4
मा,0
धितोपत्र,0
दलाल,0
व्यवसाय,0
गर्ने,0
उद्देश्यसहित,0
को,0
कम्पनी,0
दर्ता,0
गर्नुपर्नेछ,0
।,0
काठमाडौं,3
जिल्ला,4
अदालत,4
बाट,0
म्याद,0
थप,0
गरायो,0
।,0
तिनका,0
कसी,0
मा,0
सत्तापक्ष,0
बाट,0
डा.,0
केसी,1
विरूद्ध,0
उठाएइका,0
कुनै,0
पनि,0
',0
प्रोपोगाण्डा,0
',0
टिक्न,0
सकेका,0
छैनन्,0
।,0
राष्ट्रकवि,0
को,0
यो,0
उत्सव,0
त,0
राष्ट्र,0
कै,0
उत्सव,0
हो,0
भन्ने,0
लाग्यो,0
।,0
अपरान्ह,0
३,0
बजे,0
बस्न,0
लागे,0
को,0
बैठक,0
मा,0
सरकार,0
ले,0
प्रदेश,0
लोक,0
सेवा,0
",",0
प्रदेश,0
दुग्ध,0
विकास,0
बोर्ड,0
र,0
बालबालिका,0
को,0
अधिकार,0
सम्बन्धी,0
विधेयक,0
ल्याउने,0
तयारी,0
गरे,0
को,0
छ,0
।,0
ललितनारायण,1
राजबंशी,2
लुकेरै,0
गर्थे,0
।,0
बैंक,0
ले,0
यस,0
आव,0
को,0
साउन,0
देखि,0
पुस,0
मसान्त,0
सम्म,0
२५,0
प्रतिशत,0
ले,0
नाफा,0
बढाए,0
को,0
हो,0
।,0
‘,0
स,0
वारी,0
दुर्घटना,0
शून्य,0
मा,0
झार्न,0
नसकि,0
एपनि,0
पहिलेका,0
वर्ष,0
हरूको,0
तुलना,0
मा,0
न्यूनीकरण,0
गर्ने,0
लक्ष्य,0
मा,0
हामी,0
छौं,0
",",0
’,0
प्रहरी,0
निरीक्षक,0
बिसी,1
ले,0
भने,0
",",0
‘,0
लक्ष्य,0
अनुसार,0
गतिविधि,0
पनि,0
गरिरहेका,0
छौं,0
।,0
मरुहिटी,5
पुगेर,0
आउँदा,0
वरपर,0
को,0
परिवेश,0
फेरिए,0
को,0
भन्दै,0
अचम्म,0
मान्दै,0
थिइन्,0
।,0
दुई-चार,0
दिन,0
माइतीघर,5
मा,0
कराउने,0
हरू,0
आफैं,0
थाक्छन्,0
।,0
',0
सांसद,0
को,0
सपथ,0
लिएर,0
जेल,0
जाने,0
नेपाल,5
को,0
इतिहास,0
कै,0
पहिलो,0
व्यक्ति,0
मै,0
हुँला,0
",",0
’,0
सांसद,0
को,0
लोगो,0
लगाएर,0
जेल,0
जानु,0
अघि,0
चौधरी,1
ले,0
प्रश्न,0
गरे,0
",",0
',0
सांसद,0
लाई,0
सपथ,0
खुवाएर,0
",",0
लोगो,0
लगाएर,0
जेल,0
पठाउन,0
मिल्छ,0
?,0
यी,0
सन्दर्भ,0
उल्लेख,0
गरिरहँदा,0
म,0
लाई,0
ब्रायन,1
हड्सन,2
को,0
सम्झना,0
हुन्छ,0
।,0
आपतकालीन,0
घोषणा,0
पछि,0
राष्ट्रपति,0
ट्रम्प,1
ले,0
सैनिक,0
परियोजना,0
को,0
रकम,0
लाई,0
पर्खाल,0
निर्माण,0
मा,0
खर्च,0
गर्न,0
बाटो,0
खुल्नेछ,0
।,0
प्रदेश,0
सरकार,0
ले,0
संविधान,0
अनुसार,0
काम,0
गर्न,0
नसक्दा,0
अहिले,0
सम्म,0
पाँच,3
नम्बर,4
प्रदेश,4
का,0
जनता,0
ले,0
स्थायी,0
प्रदेश,0
र,0
नाम,0
पाउन,0
न,0
सकेको,0
बताए,0
।,0
मै,0
ले,0
त,0
बोलाए,0
को,0
छु,0
।,0
महाशाखा,0
ले,0
आगामी,0
तीन,0
दिन,0
सम्मको,0
मौसम,0
पूर्वानुमान,0
सम्बन्धी,0
विज्ञप्ति,0
जारी,0
गदै,0
आज,0
देश,0
भर,0
आंशिक,0
देखि,0
सामान्य,0
बदली,0
रही,0
देश,0
को,0
पहाडी,0
भू–भागका,0
केही,0
स्थान,0
मा,0
हल्का,0
वर्षा,0
को,0
सम्भावना,0
औंल्याए,0
को,0
हो,0
।,0
मेलबर्न,5
मा,0
भएको,0
तेस्रो,0
टेस्ट,0
म्याच,0
मा,0
भारत,3
ले,0
खेल,0
जित्दै,0
पुनः,0
सिरिज,0
मा,0
अग्रता,0
लियो,0
।,0
रेल,0
बाट,0
इल,1
ले,0
झन्डै,0
दर्जन,0
विदेश,0
भ्रमण,0
गरेका,0
थिए,0
ती,0
मध्ये,0
धेरै,0
पटक,0
उनी,0
चीन,5
आएका,0
थिए,0
।,0
राजा,0
को,0
राज्याभिषेक,0
बारे,0
ग्रन्थ,0
लेख्ने,0
भए,0
पछि,0
अध्ययन,0
गर्नुपर्थ्यो,0
।,0
सिलेट,3
सिक्सर्स,4
को,0
पाँचौ,0
खेल,0
आज,0
",",0
सन्दिप,1
प्लेइङ,0
सेट,0
मा,0
अटाउलान्,0
?,0
‘,0
म,0
लाई,0
यो,0
टिन,0
को,0
भित्ता,0
ले,0
गाउँघर,0
सम्झाउँछ,0
।,0
फागुन,0
मा,0
थाइल्याण्ड,5
मै,0
हुने,0
आईसीसी,0
ट्वान्टी,0
-,0
२०,0
विश्वकप,0
छनोट,0
को,0
तयारीस्वरूप,0
नेपाल,3
ले,0
यो,0
प्रतियोगिता,0
मा,0
सहभागिता,0
जनाइरहे,0
को,0
हो,0
।,0
सिने,0
मा,0
गर्ने,0
तय,0
भए,0
पछि,0
उनी,0
र,0
निर्देशक,0
सिनेमा,0
मा,0
कुनै,0
त्यस्तो,0
चुम्बन,0
दृश्य,0
नराख्ने,0
मा,0
रा,0
जी,0
भएका,0
थिए,0
तर,0
निर्माता,0
हरूको,0
दबाब,0
ले,0
सिनेमा,0
मा,0
चुम्बन,0
को,0
दृश्य,0
दिन,0
बाध्य,0
भएको,0
बताए,0
।,0
यति,0
धेरै,0
मार्जिन,0
दर,0
हुनु,0
हुँदैन,0
।,0
उत्तरी,5
भारत,6
ले,0
बाह्रौं,0
सताब्दी,0
देखि,0
मुसलमान,0
हरूको,0
आक्रमण,0
बेहोरे,0
को,0
थियो,0
।,0
साइकल,0
यात्री,0
देबेन्द्र,1
बस्नेत,2
",",0
सुदिप,1
पौडेल,2
",",0
रन्जन,1
राजभण्डारी,2
र,0
गोपाल,1
श्रेष्ठ,2
अलिकति,0
तेर्सो,0
बाटो,0
पाउने,0
बित्तिकै,0
कँदाइ,0
हाल्थे,0
।,0
चाम्स,3
इन्टरटेनमेन्ट,4
र,0
लण्डन,3
सिने,4
आई,4
को,0
व्यानर,0
मा,0
निर्माण,0
भएको,0
सिनेमा,0
मा,0
अर्पण,1
सापकोटा,2
सह,0
निर्माता,0
रहेका,0
छन्,0
।,0
बालख,0
मा,0
पढ्न,0
नपाए,0
की,0
विष्णुकुमारी,1
ले,0
छोरी,0
पुष्पादेवी,1
प्रौढ,0
शिक्षा,0
को,0
प्रशिक्षक,0
भएका,0
बेला,0
नाम,0
सम्म,0
लेख्न,0
सिकिन्,0
।,0
नेपाली,0
टोली,0
मंगलबार,0
दुबई,5
प्रस्थान,0
गर्ने,0
कार्यक्रम,0
रहे,0
को,0
छ,0
।,0
विभाग,0
ले,0
अन्नपूर्ण,3
भेजिटेबल,4
प्रालि,4
बारा,4
बाट,0
उत्पादित,0
सोय,0
तेल,0
",",0
सूर्य,0
मुखी,0
तेल,0
र,0
भेजिटेबल,0
घी,0
लाई,0
गुणस्तर,0
चिह्न,0
प्रदान,0
गरे,0
को,0
छ,0
।,0
राजपा,3
अध्यक्ष,0
महतो,1
ले,0
चौधरी,1
को,0
सपथग्रहण,0
ले,0
जनमत,0
को,0
सम्मान,0
भएको,0
बताए,0
।,0
आज,0
थुप्रै,0
परिवर्तन,0
भए,0
",",0
घटना,0
घटे,0
",",0
समय,0
सँग,0
तीता–मीठा,0
अनुभव,0
ले,0
भरिए,0
को,0
थैली,0
छँदै,0
छ,0
।,0
तत्कालिन,0
नेकपा,3
एमाले,4
की,0
उमेद्वार,0
खाण्डा,1
लामा,2
गुरुङ,2
ले,0
उमेद्,0
वारी,0
फिर्ता,0
लिँदै,0
समर्थन,0
गरे,0
पछि,0
मनाङे,1
विजयी,0
भएका,0
थिए,0
।,0
हाल,0
सुर्खेत,5
मा,0
उपत्यका,0
भन्दा,0
बाहिर,0
८,0
वटा,0
मात्र,0
ट्राफिक,0
प्रहरी,0
पोष्ट,0
स्थापना,0
भएका,0
छन्,0
।,0
शुक्रबार,0
माननिय,0
गृहमन्त्री,0
राम,1
बहादुर,2
थापा,2
',2
बादल,2
',0
को,0
प्रमुख,0
आतिथ्यता,0
मा,0
वरिष्ठ,0
गायक,0
दिप,1
श्रेष्ठ,2
",",0
वरिष्ठ,0
गीतकार,0
राजेन्द्र,1
थापा,2
",",0
संगीतकार,0
शक्ति,1
बल्लभ,2
",",0
गायिका,0
मिलन,1
का,0
माता-पिता,0
लगायत,0
अन्य,0
अतिथि,0
हरुको,0
हात,0
बाट,0
लोकार्पण,0
गरिए,0
को,0
उक्त,0
एल्बम,0
मा,0
कुल,0
सात,0
गीत,0
समावेश,0
छन्,0
जस,0
मा,0
योगेन्द्रमणी,0
दाहाल,0
को,0
एकल,0
शब्द,0
र,0
राजु,0
सिंह,0
को,0
एकल,0
संगीत,0
रहे,0
को,0
छ,0
।,0
विक्रम,0
संवत्,0
२०४२,0
साल,0
को,0
राष्ट्रिय,0
फुटबल,0
टिमका,0
प्रमुख,0
डिफेन्स,0
गोपाल,1
लागुपदार्थ,0
प्रयोगका,0
कारण,0
टिम,0
र,0
लिग,0
बाट,0
समेत,0
निष्का,0
सित,0
भए,0
।,0
मार्सी,0
चामल,0
को,0
मूल्य,0
चुकाउन,0
विधेयक,0
मा,0
धोका,0
दिए,0
:,0
डाक्टर,0
केसी,1
पढे,0
पछि,0
उस,0
ले,0
यो,0
राम्रो,0
छ,0
वा,0
नराम्रो,0
छ,0
भन्छ,0
।,0
जनसंख्या,0
",",0
व्यवसाय,0
",",0
विकास,0
लगायतका,0
सबै,0
दृष्टिकोण,0
ले,0
भेरीगंगा,5
वीरेन्द्रनगर,5
पछिको,0
दोस्रो,0
नगरपालिका,0
हो,0
।,0
खासगरी,0
पुस,0
",",0
माघ,0
र,0
फागुन,0
शेयर,0
बजारका,0
लागि,0
‘,0
अफसिजन,0
’,0
मानिन्छ,0
।,0
अठार,0
वर्ष,0
अघि,0
अठार,0
वर्ष,0
कै,0
हुँदा,0
हिन्दी,0
सिके,0
झैं,0
अब,0
अंग्रे,0
जी,0
सिक्नु,0
थियो,0
।,0
करिब,0
तीन,0
महिना,0
स्कुल,0
गएर,0
सँस्कृत,0
पढाइन्,0
।,0
श्याम,3
शुक्ला,4
फिल्म,4
प्रोडक्सन,4
को,0
व्यानर,0
मा,0
निर्माण,0
भएको,0
वृत्तचित्र,0
मा,0
घनश्याम,1
लामिछाने,2
",",0
पुष्कर,1
नन्दन,2
अधिकारी,2
र,0
शेखर,1
गौतम,2
को,0
लगानी,0
रहे,0
को,0
छ,0
।,0
नगरपालिका,0
ले,0
नदी,0
को,0
माझीटार,5
क्षेत्र,0
बाट,0
नदीजन्य,0
पदार्थ,0
उत्खनन,0
को,0
ठेक्का,0
सञ्जीव,0
निर्माण,0
सेवा,0
प्रालि,0
फिदिम,5
–,0
४,0
लाई,0
दिए,0
को,0
थियो,0
।,0
‘,0
उहाँ,0
को,0
सपथ,0
बारे,0
माननीयज्यू,0
हरूका,0
फरक,0
फरक,0
धारणा,0
छन्,0
",",0
आज,0
को,0
बैठक,0
ले,0
जे,0
निर्णय,0
गर्छ,0
त्यही,0
अनुसार,0
हुन्छ,0
",",0
’,0
सभामुख,0
अधिकारी,1
ले,0
भने,0
।,0
तर,0
",",0
गाउनैपर्छ,0
भन्ने,0
छैन,0
।,0
वियोगी,1
को,0
२०६२,0
साल,0
मा,0
निधन,0
भयो,0
।,0
म्यानचेस्टर,3
युनाइटेड,4
एफए,0
कप,0
को,0
पाँचौ,0
चरण,0
मा,0
आफ्ना,0
श्रीमानका,0
तीन,0
दाजुभाइ,0
र,0
देउरानी,0
/,0
जेठानीका,0
साथ,0
देवमाया,1
।,0
१,0
ओ,0
भर,0
छोट्याइए,0
को,0
खेल,0
मा,0
न्यूजिल्याण्ड,3
ले,0
दिए,0
को,0
(,0
१५७,0
डिएल,0
),0
१५८,0
रन,0
को,0
सामान्य,0
लक्ष्य,0
भारत,3
ले,0
२,0
विकेट,0
गुमाउँदै,0
३४,0
.,0
५,0
ओभर,0
मा,0
पुरा,0
गरे,0
को,0
हो,0
।,0
बाख्रा,0
को,0
पछि,0
पछि,0
नहिँडे,0
अरू,0
को,0
बाली,0
खान,0
जान्थ्यो,0
।,0
अवधि,0
४,0
वर्ष,0
थियो,0
तर,0
पाँच,0
वर्ष,0
काम,0
गरिछन्,0
।,0
रेडियो,0
सम्बोधनलगत्तै,0
हतियार,0
सहितका,0
सैनिक,0
सर,0
कारी,0
टेलिभिजन,0
मा,0
देखिएका,0
थिए,0
।,0
प्रसारण,0
संस्था,0
ले,0
त्यही,0
अन्तर्वार्तालगत्तै,0
१२,0
वर्ष,0
देखि,0
चल्दै,0
आए,0
को,0
कार्यक्रम,0
बन्द,0
गर्ने,0
निर्णय,0
गर्नु,0
भने,0
आपत्तिजनक,0
हो,0
।,0
अनिल,1
बर्मा,2
नेपाल,5
बाट,0
भारतै,5
फर्किए,0
।,0
छोरी,0
ज्वाँइको,0
मा,0
पठाउने,0
हैन,0
",",0
ज्वाइँ,0
लाई,0
घर,0
ल्याउँछन्,0
",",0
',0
आफू,0
बर्मा,1
बसे,0
को,0
स,0
मय,0
उन,0
ले,0
सविस्तार,0
सुनाइन्,0
",",0
',0
मेरो,0
कर्मस्थल,0
हो,0
बर्मा,1
।,0
काठमाडौँ,3
महानगरपालिका,4
ले,0
सबै,0
वडा,0
कार्यालय,0
भवन,0
एउटै,0
नमूना,0
मा,0
निर्माण,0
गर्ने,0
भएको,0
छ,0
।,0
